"","Index","Wortlaut","Referenz"
"212","BTO 2.2.2 3","Bei Handelsgeschäften, die in einem Abwicklungs- oder Bestätigungssystem erfasst werden, das einen automatischen Abgleich der maßgeblichen Abschlussdaten gewährleistet (so genanntes Matching) und Handelsgeschäfte nur bei Übereinstimmung der Daten durchführt, kann auf das Bestätigungsverfahren verzichtet werden. Sofern kein automatischer Abgleich der maßgeblichen Abschlussdaten erfolgt, kann auf das Bestätigungsverfahren verzichtet werden, wenn das Abwicklungs- oder Bestätigungssystem beiden Kontrahenten den jederzeitigen Abruf der Abschlussdaten ermöglicht und eine Kontrolle dieser Daten vorgenommen wird. Bestätigungsverfahren bei OTC-Derivaten Bei Geschäften in OTC-Derivaten (over the counter) ist eine Bestätigung gemäß Art. 11 Abs. 1 a) der Verordnung EU 648/2012 (EMIR) ausreichend, sofern sie vom Handel unabhängig erfolgt und der Meldepflicht an ein Transaktionsregister nachgekommen wird. Beiden Kontrahenten muss ein jederzeitiger Abruf der Abschlussdaten im Transaktionsregister möglich sein. Der Abruf durch das Institut muss erfolgen und dokumentiert werden.",NA
"213","BTO 2.2.2 4","Die Handelsgeschäfte sind einer laufenden Kontrolle zu unterziehen. Dabei ist insbesondere zu kontrollieren, ob a) die Geschäftsunterlagen vollständig und zeitnah vorliegen, b) die Angaben der Händler richtig und vollständig sind und, soweit vorhanden, mit den Angaben auf Maklerbestätigungen, Ausdrucken aus Handelssystemen oder Ähnlichem übereinstimmen, c) die Abschlüsse sich hinsichtlich Art und Umfang im Rahmen der festgesetzten Limite bewegen, d) marktgerechte Bedingungen vereinbart sind und e) Abweichungen von vorgegebenen Standards (z. B. Stammdaten, Anschaffungswege, Zahlungswege) vereinbart sind. Änderungen und Stornierungen der Abschlussdaten oder Buchungen sind außerhalb des Bereichs Handel zu kontrollieren. Automatische Weiterleitung an die Abwicklung Auf Kontrollen gemäß Buchstabe a) und b) kann verzichtet werden, sofern die von den Händlern eingegebenen Abschlussdaten automatisch und ohne weitere Eingriffsmöglichkeiten der Händler an die Abwicklung weitergeleitet werden",NA
"214","BTO 2.2.2 5","Für die Kontrolle der Marktgerechtigkeit von Geschäftsabschlüssen sind geeignete Verfahren, ggf. differenziert nach Handelsgeschäftsarten, einzurichten. Der für die Marktgerechtigkeitskontrolle zuständige Geschäftsleiter ist unverzüglich zu unterrichten, wenn abweichend von BTO 2.2.1 Tz. 2 Handelsgeschäfte zu nicht marktgerechten Bedingungen abgeschlossen werden. Hinweise zur Kontrolle der Marktgerechtigkeit Für marktliquide Kassa- und Termininstrumente können die Kontrollen in Stichproben erfolgen, soweit dies unter Risikogesichtspunkten vertretbar ist. Bei Handelsgeschäften, die direkt oder über Dritte (z. B. über eine Korrespondenzbank) an einer Börse oder einem anderen organisierten Markt abgewickelt werden, kann auf die Kontrolle der Marktgerechtigkeit verzichtet werden. Zur Identifizierung der Märkte, die als Börsen oder anderen organisierte Märkte im Sinne dieser Anforderung angesehen werden können, kann auf folgende Aufstellungen zurückgegriffen werden: - Übersicht der „European Securities and Markets Authority“ (ESMA) zu Börsen oder anderen organisierten Märkten in den Mitgliedstaaten der EU sowie in den anderen Vertragsstaaten des Abkommens über den Europäischen Wirtschaftsraum (zum Zeitpunkt der Veröffentlichung dieses Rundschreibens abrufbar unter: Fehler! Linkreferenz ungültig.https://registers.esma.europa. eu/publication/searchRegister?core=esma_registers_upreg# über „Entity type: Regulated market“ bzw. „Entity type: Multilateral Trading Facility“), - „Liste der zugelassenen Börsen und der anderen organisierten Märkte gemäß § 193 Abs. 1 Nr. 2 und 4 KAGB“ für solche Märkte in Ländern außerhalb der Mitgliedstaaten der EU sowie außerhalb der anderen Vertragsstaaten des Abkommens über den Europäischen Wirtschaftsraum (Schreiben der BaFin vom 16.02.2011; zum Zeitpunkt der Veröffentlichung dieses Rundschreibens abrufbar unter: https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Auslegungsentscheidung/ WA/ae_080208_boersenInvG.html). Aufgrund des geringeren Anforderungsniveaus kann bei organisierten Handelssystemen (OTFs) nicht auf die Durchführung der Kontrolle der Marktgerechtigkeit verzichtet werden. Beim Ersterwerb aus einer Emission sind abhängig von der Art und der Struktur des Geschäftes Erleichterungen bei der Marktgerechtigkeitskontrolle möglich. So reduziert sich die Marktgerechtigkeitskontrolle z. B. bei einer Emission im Wege der öffentlichen Versteigerung / Bietung auf die Kontrolle der richtigen Abrechnung des Emissionskurses. In die Kontrolle der Marktgerechtigkeit sind auch interne Handelsgeschäfte einzubeziehen. Ausnahmen sind, unter analoger Anwendung der in BTO 2.2.1 Tz. 2 aufgeführten Voraussetzungen, möglich.","KAGB § 193 (1); KAGB § 193 (2); KAGB § 193 (4)"
"215","BTO 2.2.2 6","Unstimmigkeiten und Auffälligkeiten, die im Rahmen der Abwicklung und Kontrolle festgestellt wurden, sind unter der Federführung eines vom Handel unabhängigen Bereichs unverzüglich zu klären. Für Unstimmigkeiten und Auffälligkeiten, die nicht plausibel geklärt werden können, hat das Institut angemessene Eskalationsverfahren einzurichten.",NA
"216","BTO 2.2.2 7","Die im Handel ermittelten Positionen sind regelmäßig mit den in den nachgelagerten Prozessen und Funktionen (z. B. Abwicklung, Rechnungswesen) geführten Positionen abzustimmen. In die Abstimmungsaktivitäten sind auch inaktive Portfolien („dormant portfolios“) und fiktive Kontrahenten („dummy counterparts“) einzubeziehen. Besonderes Augenmerk ist auf die Abstimmung von Zwischen- und Auffangkonten zu richten. Auffälligkeiten im Zusammenhang mit diesen Konten sind unverzüglich zu klären Audit Trail Zur Sicherstellung angemessener Abstimmungsprozesse kann es notwendig sein, dass das Institut Prozesse und Verfahren etabliert, die eine jederzeitige Verifizierung der Entstehungshistorie von Positionen und Cashflows gewährleisten („Audit Trail“).",NA
"217","BTO 2.2.3 1","Handelsgeschäfte einschließlich solcher Nebenabreden, die zu Positionen führen, sind unverzüglich im Risikocontrolling abzubilden Abbildung im Risikocontrolling Die Möglichkeit, für die Zwecke des Risikocontrollings auf Daten des Rechnungswesens zuzugreifen, bleibt hierdurch bestehen",NA
"218","BTR 1 1","Das Institut hat durch geeignete Maßnahmen sicherzustellen, dass Adressenausfallrisiken und damit verbundene Risikokonzentrationen unter Berücksichtigung der Risikotragfähigkeit begrenzt werden können Risikokonzentrationen bei Adressenausfallrisiken Hierbei handelt es sich um Adressen- und Sektorkonzentrationen, regionale Konzentrationen und sonstige Konzentrationen im Kreditgeschäft, die relativ gesehen zum Risikodeckungspotenzial zu erheblichen Verlusten führen können (z. B. Konzentrationen nach Kreditnehmern, Produkten oder Underlyings strukturierter Produkte, nach Branchen, Verteilungen von Engagements auf Größen- und Risikoklassen, Sicherheiten, ggf. Ländern und sonstige hoch korrelierte Risiken).",NA
"219","BTR 1 2","Ohne kreditnehmerbezogenes Limit (Kreditnehmerlimit, Kreditnehmereinheitenlimit), also einen Kreditbeschluss, darf kein Kreditgeschäft abgeschlossen werden",NA
"220","BTR 1 3","Handelsgeschäfte dürfen grundsätzlich nur mit Vertragspartnern getätigt werden, für die Kontrahentenlimite eingeräumt wurden. Auf das einzelne Limit sind alle Handelsgeschäfte mit einer bestimmten Gegenpartei anzurechnen. Bei der Ermittlung der Auslastung der Kontrahentenlimite sind Wiedereindeckungsrisiken und Erfüllungsrisiken zu berücksichtigen. Die Positionsverantwortlichen sind über die für sie relevanten Limite und ihre aktuelle Ausnutzung zeitnah zu informieren. Kontrahentenlimite Ausgenommen hiervon sind Börsengeschäfte sowie Kassageschäfte, bei denen der Gegenwert angeschafft wurde bzw. Zug um Zug anzuschaffen ist oder bei denen entsprechende Deckung besteht",NA
"221","BTR 1 4","Darüber hinaus sind bei Handelsgeschäften grundsätzlich auch Emittentenlimite einzurichten. Soweit im Bereich Handel für Emittenten noch keine Limitierungen vorliegen, können auf der Grundlage klarer Vorgaben Emittentenlimite kurzfristig zu Zwecken des Handels eingeräumt werden, ohne dass vorab der jeweils unter Risikogesichtspunkten festgelegte Bearbeitungsprozess vollständig durchlaufen werden muss. Der jeweils festgelegte Bearbeitungsprozess muss spätestens nach drei Monaten durchgeführt sein. Die maßgeblichen Vorgaben müssen Risikogesichtspunkten Rechnung tragen. Sie müssen mit den in den Strategien niedergelegten Zielen im Einklang stehen. Berücksichtigung des spezifischen Risikos eines Emittenten Auf eine gesonderte Limitierung der Adressenausfallrisiken des Emittenten kann verzichtet werden, soweit dem spezifischen Risiko des Emittenten im Rahmen der Limitierung der Marktpreisrisiken auf der Basis geeigneter Verfahren angemessen Rechnung getragen wird. Risikokonzentrationen sind dabei angemessen zu berücksichtigen. Liquide Kreditprodukte (z. B. „Loan Trading“) Vor der Aufnahme der Handelstätigkeit mit liquiden Kreditprodukten, die auf den Sekundärmärkten wie Wertpapiere gehandelt werden, sind im Einklang mit diesem Rundschreiben Kontrahenten- bzw. Emittentenlimite festzulegen. Bei der Festlegung von Emittentenlimiten können die Vereinfachungen der Tz. 4 in Anspruch genommen werden. Kurzfristige Emittentenlimite zu Zwecken des Handels Eine Anrechnung von Handelsgeschäften auf kurzfristig eingeräumte Emittentenlimite ist ausreichend, sofern diese Emittentenlimite aus der Risikotragfähigkeitsrechnung und dem entsprechenden Limitsystem abgeleitet wurden und ausreichend Risikodeckungsmasse vorhanden ist. Wenn die Papiere im Handelsbuch nicht länger als drei Monate beim Institut verbleiben, muss kein festgelegter Bearbeitungsprozess angestoßen oder durchgeführt werden. Verbleiben die Papiere länger oder ist ein längerer Verbleib absehbar, ist der festgelegte Bearbeitungsprozess zeitnah anzustoßen und muss spätestens nach drei Monaten abgeschlossen sein. Handelsgeschäfte für das Anlagebuch sollen den festgelegten Bearbeitungsprozess grundsätzlich vor der Durchführung des Handels vollständig durchlaufen haben. Ist jedoch aufgrund handelstechnischer Prozesse insbesondere im Neuemissionsgeschäft der Emittent bei Erwerb für das Anlagebuch noch nicht bekannt, sollte der Bearbeitungsprozess spätestens nach Kenntnis des Emittenten unverzüglich angestoßen werden",NA
"222","BTR 1 5","Die Geschäfte sind unverzüglich auf die kreditnehmerbezogenen Limite anzurechnen. Die Einhaltung der Limite ist zu überwachen. Limitüberschreitungen und die deswegen ggf. getroffenen Maßnahmen sind festzuhalten. Ab einer unter Risikogesichtspunkten festgelegten Höhe sind Überschreitungen von Kontrahenten- und Emittentenlimiten den zuständigen Geschäftsleitern täglich anzuzeigen",NA
"223","BTR 1 6","Risikokonzentrationen sind zu identifizieren. Gegebenenfalls vorhandene Abhängigkeiten sind dabei zu berücksichtigen. Bei der Beurteilung der Risikokonzentrationen ist auf qualitative und, soweit möglich, auf quantitative Verfahren abzustellen. Risikokonzentrationen sind mit Hilfe geeigneter Verfahren zu steuern und zu überwachen (z. B. Limite, Ampelsysteme oder auf Basis anderer Vorkehrungen). Abhängigkeiten Vorhandene Abhängigkeiten können z. B. in Form von wirtschaftlichen Verflechtungen, juristischen Abhängigkeiten zwischen Unternehmen u. ä. vorliegen.",NA
"224","BTR 1 7","Das Institut hat eine angemessene Erfassung der Erlöse aus der Abwicklung von Kreditengagements sowie der zugehörigen historischen Werte der Kreditsicherheiten in einer Erlösquotensammlung zu gewährleisten. Die Erkenntnisse aus der Erlösquotensammlung sind bei der Steuerung der Adressenausfallrisiken angemessen zu berücksichtigen. Erlösquotensammlung Hierunter fallen auch die Erlösquoten aus Rettungserwerben",NA
"225","BTR 2.1 1","Auf der Grundlage der Risikotragfähigkeit ist ein System von Limiten zur Begrenzung der Marktpreisrisiken unter Berücksichtigung von Risikokonzentrationen einzurichten. Aufbau von BTR 2 Das Rundschreiben stellt in BTR 2.1 allgemeine Anforderungen auf, die für alle Marktpreisrisiken Geltung beanspruchen (einschließlich Zinsänderungsrisiken des Anlagebuches). BTR 2.2 ergänzt BTR 2.1 um Regelungen, die sich auf Marktpreisrisiken des Handelsbuches beziehen. BTR 2.3 stellt erleichternde Regelungen für die Marktpreisrisiken des Anlagebuches auf. Marktpreisrisiken Zu den Marktpreisrisiken sind zu zählen: - Kursrisiken, - Zinsänderungsrisiken, - Währungsrisiken sowie - Marktpreisrisiken aus Warengeschäften (einschl. Stromderivaten und CO2-Emissionszertifikaten). Marktpreisrisiken aus dem traditionellen Warengeschäft von gemischtwirtschaftlichen Kreditgenossenschaften sind jedoch nicht zu berücksichtigen. Marktbezogene Risiken, die aus der Veränderung der Bonität einer Adresse resultieren (z. B. spezifisches Risiko eines Emittenten bzw. potenzielle Änderungen von Bonitätsspreads) oder auf die Marktliquidität zurückzuführen sind, sind im Rahmen der Risikosteuerungs- und -controlling-prozesse in angemessener Weise zu berücksichtigen.",NA
"226","BTR 2.1 2","Ohne Marktpreisrisikolimit darf kein mit Marktpreisrisiken behaftetes Geschäft abgeschlossen werden.",NA
"227","BTR 2.1 3","Die Verfahren zur Beurteilung der Marktpreisrisiken sind regelmäßig zu überprüfen. Es ist zu überprüfen, ob die Verfahren auch bei schwerwiegenden Marktstörungen zu verwertbaren Ergebnissen führen. Für länger anhaltende Fälle fehlender, veralteter oder verzerrter Marktpreise sind für wesentliche Positionen alternative Bewertungsmethoden festzulegen.",NA
"228","BTR 2.1 4","Die im Rechnungswesen und Risikocontrolling ermittelten Ergebnisse sind regelmäßig zu plausibilisieren.",NA
"229","BTR 2.2 1","Es ist sicherzustellen, dass die mit Marktpreisrisiken behafteten Geschäfte des Handelsbuches unverzüglich auf die einschlägigen Limite angerechnet werden und der Positionsverantwortliche über die für ihn relevanten Limite und ihre aktuelle Ausnutzung zeitnah informiert ist. Bei Limitüberschreitungen sind geeignete Maßnahmen zu treffen. Gegebenenfalls ist ein Eskalationsverfahren einzuleiten.",NA
"230","BTR 2.2 2","Die mit Marktpreisrisiken behafteten Positionen des Handelsbuches sind täglich zu bewerten.",NA
"231","BTR 2.2 3","Es ist täglich ein Ergebnis für das Handelsbuch zu ermitteln. Die bestehenden Risikopositionen sind mindestens einmal täglich zum Geschäftsschluss zu Gesamtrisikopositionen zusammenzufassen.",NA
"232","BTR 2.2 4","Die modellmäßig ermittelten Risikowerte sind fortlaufend mit der tatsächlichen Entwicklung zu vergleichen",NA
"233","BTR 2.3 1","Die mit Marktpreisrisiken behafteten Positionen des Anlagebuches sind mindestens vierteljährlich zu bewerten",NA
"234","BTR 2.3 2","Ebenfalls mindestens vierteljährlich ist ein Ergebnis für das Anlagebuch zu ermitteln",NA
"235","BTR 2.3 3","Durch geeignete Maßnahmen ist sicherzustellen, dass Limitüberschreitungen aufgrund zwischenzeitlicher Veränderungen der Risikopositionen vermieden werden können.",NA
"236","BTR 2.3 4","Abhängig von Art, Umfang, Komplexität und Risikogehalt der Positionen im Anlagebuch kann auch eine tägliche, wöchentliche oder monatliche Bewertung, Ergebnisermittlung und Kommunikation der Risiken erforderlich sein",NA
"237","BTR 2.3 5","Die Verfahren zur Beurteilung der Zinsänderungsrisiken des Anlagebuches müssen die wesentlichen Ausprägungen der Zinsänderungsrisiken erfassen Behandlung der Zinsänderungsrisiken des Anlagebuches Grundsätzlich bleibt es dem Institut überlassen, auf welchem Wege es Zinsänderungsrisiken des Anlagebuches berücksichtigt. Sowohl eine getrennte Behandlung in Handels- und Anlagebuch als auch eine integrierte Behandlung der Zinsänderungsrisiken auf Ebene des Gesamtinstituts (unter Beachtung der für das Handelsbuch zwingenden täglichen Bewertung der Risikopositionen und der täglichen Ergebnisermittlung) ist möglich. Umfang der einzubeziehenden Positionen Es sind die bilanziellen und außerbilanziellen Positionen des Anlagebuches in die Betrachtung einzubeziehen, die Zinsänderungsrisiken unterliegen",NA
"238","BTR 2.3 6","Bei der Bestimmung der Zinsänderungsrisiken kann auf die Auswirkungen von Zinsänderungen auf das handelsrechtliche Ergebnis des Instituts oder die Markt- bzw. Barwerte der betroffenen Positionen als primär steuerungsrelevantes Verfahren abgestellt werden. Die Auswirkungen aus der jeweils anderen Steuerungsperspektive sind angemessen zu berücksichtigen. Sofern sich hieraus weitergehende Zinsänderungsrisiken in bedeutendem Umfang ergeben, ist diesen im Rahmen der Risikosteuerungsund -controllingprozesse sowie bei der Beurteilung der Risikotragfähigkeit Rechnung zu tragen. Bei einer Bestimmung über die Auswirkungen auf das handelsrechtliche Ergebnis ist eine angemessene Betrachtung über den Bilanzstichtag hinaus erforderlich. Betrachtung über den Bilanzstichtag hinaus bei handelsrechtlichen Ansätzen Die Betrachtung über den Bilanzstichtag hinaus trägt dem Umstand Rechnung, dass sich Zinsänderungsrisiken regelmäßig erst mit zeitlicher Verzögerung auf das handelsrechtliche Ergebnis auswirken. Die Länge des Betrachtungszeitraums sollte unter Berücksichtigung der individuellen Portfoliostruktur gewählt werden. Anhaltspunkt für eine angemessene Länge kann z. B. die durchschnittliche Zinsbindungsdauer der in die Bestimmung einbezogenen bilanziellen und außerbilanziellen Positionen sein",NA
"239","BTR 2.3 7","Hinsichtlich der Berücksichtigung von Positionen mit unbestimmter Kapital- oder Zinsbindung sind geeignete Annahmen festzulegen. Positionen mit unbestimmter Kapital- oder Zinsbindung Positionen mit unbestimmter Kapital- oder Zinsbindung können z. B. sein: - Positionen, bei denen die faktische Zinsbindung von der rechtlichen Zinsbindung abweicht (vor allem Sicht- und Spareinlagen), oder - optionale Bestandteile (z. B. Kündigungsrechte des Kunden, Sondertilgungsoptionen, Rückzahlungsoptionen). Eigenkapitalbestandteile, die dem Institut zeitlich unbegrenzt zur Verfügung stehen, dürfen nicht in die barwertige Ermittlung der Zinsänderungsrisiken einbezogen werden.",NA
"240","BTR 2.3 8","Institute, die wesentliche Zinsänderungsrisiken in verschiedenen Währungen eingegangen sind, müssen die Zinsänderungsrisiken in jeder dieser Währungen ermitteln.",NA
"241","BTR 3.1 1","Das Institut hat sicherzustellen, dass es seine Zahlungsverpflichtungen jederzeit erfüllen kann. Das Institut hat dabei, soweit erforderlich, auch Maßnahmen zur Steuerung des untertägigen Liquiditätsrisikos zu ergreifen. Es ist eine ausreichende Diversifikation der Refinanzierungsquellen und der Liquiditätspuffer zu gewährleisten. Konzentrationen sind wirksam zu überwachen und zu begrenzen. Verbundlösungen Die Anforderung in Satz 3 kann auch durch bestehende Verbund- oder Konzernstrukturen erfüllt werden. Diversifikation der Refinanzierungsquellen und der Liquiditätspuffer Maßgebliche Kriterien für die Diversifikation können bspw. Geschäftspartner bzw. Emittenten, Produkte, Laufzeiten und Regionen sein. Untertägige Liquiditätsrisiken Untertägige Liquiditätsrisiken können insbesondere bei Nutzung von Echtzeit-Abwicklungs- und Zahlungsverkehrssystemen vorliegen.",NA
"242","BTR 3.1 2","Das Institut hat zu gewährleisten, dass ein sich abzeichnender Liquiditätsengpass frühzeitig erkannt wird. Hierfür sind Verfahren einzurichten, deren Angemessenheit regelmäßig, mindestens aber jährlich, zu überprüfen ist. Auswirkungen anderer Risiken auf die Liquidität des Instituts (z. B. Reputationsrisiken) sind bei den Verfahren zu berücksichtigen.",NA
"243","BTR 3.1 3","Das Institut hat für einen geeigneten Zeitraum eine oder mehrere aussagekräftige Liquiditätsübersichten zu erstellen, in denen die voraussichtlichen Mittelzuflüsse den voraussichtlichen Mittelabflüssen gegenübergestellt werden. Die Liquiditätsübersichten müssen geeignet sein, um die Liquiditätslage im kurz-, mittel- und langfristigen Bereich darzustellen. Dies hat sich in den getroffenen Annahmen, die den Mittelzuund –abflüssen zugrunde liegen, und in der Untergliederung in Zeitbändern angemessen widerzuspiegeln. Den auch in normalen Marktphasen üblichen Schwankungen der Zahlungsflüsse ist in den Liquiditätsübersichten angemessen Rechnung zu tragen. Annahmen zu Mittelzu- und –abflüssen Die Annahmen müssen auch etwaige Inanspruchnahmen aus Liquiditäts- und Kreditlinien berücksichtigen, die das Institut Dritten zur Verfügung gestellt hat.",NA
"244","BTR 3.1 4","Es ist laufend zu überprüfen, inwieweit das Institut, auch bei angespanntem Marktumfeld, in der Lage ist, einen auftretenden Liquiditätsbedarf zu decken. Dabei ist insbesondere auch auf den Liquiditätsgrad der Vermögenswerte abzustellen. Der dauer- hafte Zugang zu den für das Institut relevanten Refinanzierungsquellen ist regelmäßig zu überprüfen. Für kurzfristig eintretende Verschlechterungen der Liquiditätssituation hat das Institut ausreichend bemessene, nachhaltige Liquiditätspuffer (z. B. hochliquide, unbelastete Vermögensgegenstände) vorzuhalten Bemessung der Liquiditätspuffer Die Liquiditätspuffer sind so zu bemessen, dass sowohl in normalen Marktphasen als auch in vorab definierten Stressszenarien auftretender Liquiditätsbedarf vollständig durch die Liquiditätspuffer überbrückt werden kann. Berücksichtigung von belasteten Vermögenswerten (Asset Encumbrance) Die Verfahren zur Steuerung und Beurteilung der Liquiditätsrisiken haben auch zu gewährleisten, dass Höhe, Art, Umfang und Entwicklung der Belastung von Vermögensgegenständen zeitnah identifiziert und an die Geschäftsleitung berichtet werden. Dabei sind auch die Auswirkungen von Stressszenarien angemessen zu berücksichtigen. Auch beim Notfallplan für Liquiditätsengpässe (Tz. 9) ist die Belastung von Vermögenswerten angemessen zu berücksichtigen.",NA
"245","BTR 3.1 5","Das Institut hat ein geeignetes Verrechnungssystem zur verursachungsgerechten internen Verrechnung der jeweiligen Liquiditätskosten, -nutzen und –risiken einzurichten. Die Ausgestaltung des Verrechnungssystems ist abhängig von Art, Umfang, Komplexität und Risikogehalt der Geschäftsaktivitäten sowie der Refinanzierungsstruktur des Instituts. Das Verrechnungssystem ist von der Geschäftsleitung zu genehmigen. Vereinfachte Umsetzung bei kleinteiligem Kundengeschäft Institute mit überwiegend kleinteiligem Kundengeschäft auf Aktiv- und Passivseite und einer stabilen Refinanzierung können den Anforderungen auch durch ein einfaches Verrechnungssystem gerecht werden",NA
"246","BTR 3.1 6","Große Institute mit komplexen Geschäftsaktivitäten haben ein Liquiditätstransferpreissystem zur verursachungsgerechten internen Verrechnung der jeweiligen Liquiditätskosten, -nutzen und –risiken zu etablieren. Die ermittelten Transferpreise sind im Rahmen der Ertrags- und Risikosteuerung zu berücksichtigen, indem die Verrechnung möglichst auf Transaktionsebene erfolgt. Dies gilt für bilanzwirksame und außerbilanzielle Geschäftsaktivitäten. Die Aspekte Haltedauer und Marktliquidität der Vermögensgegenstände sind bei der Ermittlung der jeweiligen Transferpreise zu berücksichtigen. Für unsichere Zahlungsströme sind geeignete Annahmen zu treffen. Das Liquiditätstransferpreissystem hat auch die Kosten für vorzuhaltende Liquiditätspuffer zu verrechnen. Liquiditätstransferpreissystem Ein Liquiditätstransferpreissystem im Sinne dieser Anforderung ist ein Spezialfall des Verrechnungssystems gemäß Tz. 5 und ist zumeist gekennzeichnet durch eine bankinterne Transferierung von Kosten, Nutzen und Risiken mittels zentral gestellter Transferpreise. Verursachungsgerechte interne Verrechnung bei Liquiditätstransferpreissystemen Im Rahmen von Liquiditätstransferpreissystemen hat die Verrechnung möglichst auf Transaktionsebene zu erfolgen, wobei Produkte und Geschäfte mit gleichartigen Liquiditätseigenschaften zusammengefasst werden können.",NA
"247","BTR 3.1 7","Die Verantwortung für die Entwicklung und Qualität sowie die regelmäßige Überprüfung des Liquiditätstransferpreissystems ist in einem vom Markt und Handel unabhängigen Bereich wahrzunehmen. Die jeweils gültigen Liquiditätstransferpreise sind den betroffenen Mitarbeitern transparent zu machen. Die Konsistenz der eingesetzten Liquiditätstransferpreissysteme innerhalb der Gruppe muss gewährleistet sein.",NA
"248","BTR 3.1 8","Für Liquiditätsrisiken sind regelmäßig angemessene Stresstests durchzuführen. Dabei sind sowohl institutseigene als auch marktweite Ursachen für Liquiditätsrisiken in die Betrachtung einzubeziehen. Darüber hinaus sind beide Aspekte kombiniert zu betrachten. Das Institut hat die Stresstests individuell zu definieren. Dabei sind den Stresstests unterschiedlich lange Zeithorizonte zugrunde zu legen. Das Institut hat in den Stressszenarien seinen voraussichtlichen Überlebenshorizont zu ermitteln. Institutseigene und marktweite Ursachen Institutseigene Ursachen können sich z. B. im Abzug von Kundeneinlagen bei einem bestimmten Institut zeigen. Marktweite Ursachen können z. B. zu einer Verschlechterung der Refinanzierungsbedingungen einiger oder aller Institute führen.",NA
"249","BTR 3.1 9","Das Institut hat festzulegen, welche Maßnahmen im Fall eines Liquiditätsengpasses ergriffen werden sollen (Notfallplan für Liquiditätsengpässe). Dazu gehört auch die Darstellung der in diesen Fällen zur Verfügung stehenden Liquiditätsquellen unter Berücksichtigung etwaiger Mindererlöse. Die im Fall eines Liquiditätsengpasses zu verwendenden Kommunikationswege sind festzulegen. Die geplanten Maßnahmen sind regelmäßig auf ihre Durchführbarkeit zu überprüfen und ggf. anzupassen. Die Ergebnisse der Stresstests sind dabei zu berücksichtigen.",NA
"250","BTR 3.1 10","Es ist zu überprüfen, inwieweit der Übertragung liquider Mittel und unbelasteter Vermögensgegenstände innerhalb der Gruppe gesellschaftsrechtliche, regulatorische und operationelle Restriktionen entgegenstehen",NA
"251","BTR 3.1 11","Ein Institut, das wesentliche Liquiditätsrisiken in Fremdwährungen aufweist, hat zur Sicherstellung seiner Zahlungsverpflichtungen angemessene Verfahren zur Steuerung der Fremdwährungsliquidität in den wesentlichen Währungen zu implementieren. Hierzu gehören für die jeweiligen Währungen zumindest eine gesonderte Liquiditätsübersicht, gesonderte Fremdwährungsstresstests sowie eine explizite Berücksichtigung im Notfallplan für Liquiditätsengpässe. Wesentliche Liquiditätsrisiken aus verschiedenen Fremdwährungen Wesentliche Liquiditätsrisiken aus verschiedenen Fremdwährungen liegen insbesondere dann vor, wenn ein bedeutender Teil der Vermögensgegenstände oder Verbindlichkeiten auf eine fremde Währung lautet und gleichzeitig bedeutende Währungsinkongruenzen oder Laufzeitinkongruenzen zwischen den jeweiligen Fremdwährungsaktiva und –passiva bestehen.",NA
"252","BTR 3.1 12","Das Institut hat einen internen Refinanzierungsplan aufzustellen, der die Strategien, den Risikoappetit und das Geschäftsmodell angemessen widerspiegelt. Der Planungshorizont hat einen angemessen langen, in der Regel mehrjährigen Zeitraum zu umfassen. Dabei ist zu berücksichtigen, wie sich Veränderungen der eigenen Geschäftstätigkeit oder der strategischen Ziele sowie Veränderungen des wirtschaftlichen Umfelds auf den Refinanzierungsbedarf auswirken. Möglichen adversen Entwicklungen, die von den Erwartungen abweichen, ist bei der Planung angemessen Rechnung zu tragen. Interner Refinanzierungsplan Der interne Refinanzierungsplan dient ausschließlich internen Steuerungszwecken und kann, abhängig von Art und Umfang der Liquiditätsrisiken, institutsindividuell ausgestaltet werden. Davon zu unterscheiden sind Refinanzierungspläne, wie sie gemäß der EBA Leitlinien für Refinanzierungspläne von Kreditinstituten (EBA/GL/2014/04) gefordert und von bestimmten Instituten bei der EBA eingereicht werden. Diese sind nicht Gegenstand der Anforderung, gleichwohl kann die Anforderung mit einem für die EBA erstellten Refinanzierungsplan erfüllt werden.",NA
"253","BTR 3.2 1","Das Institut muss in der Lage sein, den erforderlichen Liquiditätsbedarf, der sich aus den institutsindividuellen Stressszenarien über den Zeithorizont von mindestens einem Monat ergibt, mit den nach BTR 3.1 Tz. 4 vorzuhaltenden Liquiditätspuffern zu überbrücken, die in BTR 3.2 Tz. 2 näher spezifiziert sind. Kapitalmarktorientierte Institute Für das Kriterium der Kapitalmarktorientierung gilt § 264d HGB entsprechend","HGB § 264d"
